type,zavid,matzavid,maticna,region,municipality,name,address,post,post.office,openstreetmap,slid,phone,fax,email,website,geo.lat,geo.lon
OS,159,159,5083737000,lj,Domžale,Osnovna šola Rodica,Kettejeva ulica 13,1230,Domžale,https://www.openstreetmap.org/node/719169605,23040,01 721 95 30,01 721 95 30,os-rodica@guest.arnes.si,http://www.sola-rodica.si,46.14964,14.59803
OS,160,160,5082811000,lj,Domžale,Osnovna šola Venclja Perka,Ljubljanska cesta 58 A,1230,Domžale,https://www.openstreetmap.org/way/418965145,23050,01 729 83 00,01 729 83 20,os.vp-domzale@guest.arnes.si,http://www.os-vperka.si/,46.13877,14.59138
OS,413,413,5087015000,mb,Dornava,Osnovna šola dr. Franja Žgeča Dornava,Dornava 136 A,2252,Dornava,https://www.openstreetmap.org/way/329234371,24010,02 754 00 60,02 754 00 60,o-fzdornava.mb@os-dornava.si,http://www.os-dornava.si/,46.43398,15.95039
OS,168,168,5082889000,sg,Dravograd,Osnovna šola Neznanih talcev Dravograd,Trg 4. julija 64,2370,Dravograd,https://www.openstreetmap.org/node/1328822811,,02 872 08 50,02 872 08 62,os.dravograd@guest.arnes.si,http://www.os-dravograd.si,46.58913,15.02012
OS,928,168,5082889001,sg,Dravograd,Osnovna šola Neznanih talcev Dravograd Podružnica Črneče,Črneče 41,2370,Dravograd,,,02 878 31 95,,marjan.kovse@guest.arnes.si,,46.58307,15.00718
OS,929,168,5082889002,sg,Dravograd,Osnovna šola Neznanih talcev Dravograd Podružnica Libeliče,Libeliče 22,2372,Libeliče,,,02 878 97 15,,marjan.kovse@guest.arnes.si,,46.61951,14.94667
OS,930,168,5082889003,sg,Dravograd,Osnovna šola Neznanih talcev Dravograd Podružnica Ojstrica,Ojstrica 27,2370,Dravograd,,,02 878 35 13,,marjan.kovse@guest.arnes.si,,46.61880,15.03529
OS,931,168,5082889005,sg,Dravograd,Osnovna šola Neznanih talcev Dravograd Podružnica Trbonje,Trbonje 26,2371,Trbonje,,,02 878 85 51,,marjan.kovse@guest.arnes.si,,46.59974,15.10567
OS,1236,1236,5914183000,sg,Dravograd,Osnovna šola Šentjanž pri Dravogradu,Šentjanž pri Dravogradu 88,2373,Šentjanž pri Dravogradu,,,02 878 66 66,02 878 66 67,os-sentjanz@guest.arnes.si,http://www.os-sentjanz.si/,46.56045,15.03614
OS,573,573,5085233000,mb,Duplek,Osnovna šola Duplek,Korenska cesta 31,2241,Spodnji Duplek,https://www.openstreetmap.org/way/87901185,,02 684 00 33,02 684 01 84,0-spduplek.mb@guest.arnes.si,http://www.o-duplek.mb.edus.si/sola/,46.50402,15.75597
OS,942,573,5085233002,mb,Duplek,Osnovna šola Duplek Podružnica Dvorjane,Dvorjane 15,2241,Spodnji Duplek,,26011,02 681 43 31,,dano.novak@guest.arnes.si,,46.49527,15.77169
OS,941,573,5085233001,mb,Duplek,Osnovna šola Duplek Podružnica Zg. Duplek,Zgornji Duplek 98,2241,Spodnji Duplek,,,02 681 54 11,,dano.novak@guest.arnes.si,,46.51687,15.72526
OS,574,574,5088887000,mb,Duplek,Osnovna šola Korena,Zgornja Korena 32,2242,Zgornja Korena,https://www.openstreetmap.org/way/772867028,,02 630 06 50,02 630 06 55,os.korena@guest.arnes.si,http://www.o-korena.mb.edus.si/,46.51901,15.78009
OS,488,488,5087813000,kr,Gorenja vas-Poljane,Osnovna šola Ivana Tavčarja Gorenja vas,Trata 40,4224,Gorenja vas,https://www.openstreetmap.org/way/328930598,,04 507 01 00,04 507 01 13,info@os-ivantavcar.si,http://www2.arnes.si/~oskrgv1s/sola/index.html,46.10113,14.14146
OS,827,488,5087813003,kr,Gorenja vas-Poljane,"Osnovna šola Ivana Tavčarja Gorenja vas, Podružnična šola Lučine",Lučine 11,4224,Gorenja vas,,,04 518 23 19,,,,46.06181,14.19567
OS,828,488,5087813005,kr,Gorenja vas-Poljane,"Osnovna šola Ivana Tavčarja Gorenja vas, Podružnična šola Sovodenj",Sovodenj 32,4225,Sovodenj,,,04 519 50 09,04 507 01 13,,,46.08635,14.03714
OS,1315,1315,1199498000,kr,Gorenja vas-Poljane,Osnovna šola Poljane,Poljane nad Škofjo Loko 100,4223,Poljane nad Škofjo Loko,https://www.openstreetmap.org/way/339750699,,04 507 05 00,04 507 05 28,group.oskrpo@guest.arnes.si,http://www2.arnes.si/~oskrpo1s/,46.11941,14.18009
OS,1316,1315,1199498001,kr,Gorenja vas-Poljane,"Osnovna šola Poljane, Podružnična šola Javorje",Javorje 6,4223,Poljane nad Škofjo Loko,,,04 518 80 83,,podruznica.javorje@sola-poljane.si,http://www.sola-poljane.si/psj/,46.15844,14.17760
OS,416,416,5087023000,mb,Gorišnica,Osnovna šola Gorišnica,Gorišnica 83,2272,Gorišnica,https://www.openstreetmap.org/way/373291799,,02 741 75 50,02 741 75 62,projekt1.osmbgo@guest.arnes.si,http://www.osgorisnica.eu,46.40828,16.01358
OS,434,434,5087317000,kr,Gorje,Osnovna šola Gorje,Zgornje Gorje 44 A,4247,Zgornje Gorje,,,04 574 51 30,04 576 91 00,o-gorje.kr@guest.arnes.si,http://www.osgorje.si,46.38084,14.06607
OS,170,170,5082897000,ms,Gornja Radgona,Osnovna šola dr. Antona Trstenjaka Negova,Negova 20,9245,Spodnji Ivanjci,,29020,02 560 10 04,02 560 14 04,os.negova@guest.arnes.si,http://www.o-negova.ms.edus.si/,46.60876,15.93694
OS,171,171,5083745000,ms,Gornja Radgona,Osnovna šola Gornja Radgona,Prežihova ulica 1,9250,Gornja Radgona,https://www.openstreetmap.org/way/489932963,,02 564 31 50,02 564 31 70,os.gor-radgona@guest.arnes.si,http://www.gros-radgona.si/,46.67402,15.99052
OS,342,342,5088933000,ce,Gornji Grad,Osnovna šola Frana Kocbeka Gornji Grad,Kocbekova cesta 21,3342,Gornji Grad,,30010,03 839 12 40,03 839 12 41,sola.gornji-grad@guest.arnes.si,http://www.osgornjigrad.si/,46.29736,14.81003
OS,9590,342,5088933005,ce,Gornji Grad,"Osnovna šola Frana Kocbeka Gornji grad, Podružnica Bočna",Bočna 53,3342,Gornji Grad,,30011,03 584 51 18,,,http://www.osgornjigrad.si/,46.28731,14.85084
OS,717,342,5088933003,ce,Gornji Grad,"Osnovna šola Frana Kocbeka Gornji grad, Podružnica Nova Štifta",Tirosek 50,3342,Gornji Grad,,,03 584 75 50,03 584 31 16,osceggrad-podruznica.ns@guest.arnes.si,,46.27055,14.74558
OS,346,346,5085586000,ms,Gornji Petrovci,Osnovna šola Gornji Petrovci,Gornji Petrovci 2,9203,Petrovci,https://www.openstreetmap.org/way/318988092,,02 556 90 20,02 556 90 28,o-gpetrovci@guest.arnes.si,http://www.os-gpetrovci.si/,46.81635,16.20966
OS,356,356,5085594000,ms,Grad,Osnovna šola Grad,Grad 172 E,9264,Grad,https://www.openstreetmap.org/way/336133582,,02 551 88 10,02 551 88 11,tajnistvo@o-grad.ms.mss.edus.si,http://www.osgrad.si,46.80181,16.08899
OS,1307,1307,1193481000,lj,Grosuplje,Osnovna šola Brinje Grosuplje,Ljubljanska cesta 40 A,1290,Grosuplje,,,01 786 68 70,01 786 68 90,os.brinje-grosuplje@guest.arnes.si,http://www.os-brinje.si,45.96218,14.65760
OS,1308,1307,1193481001,lj,Grosuplje,"Osnovna šola Brinje Grosuplje, Podružnica Polica",Polica 200,1290,Grosuplje,,32011,01 787 35 49,,irena.kogovsek@guest.arnes.si,http://www.os-brinje.si,45.97747,14.69675
OS,178,178,5085993000,lj,Grosuplje,Osnovna šola Louisa Adamiča Grosuplje,Tovarniška cesta 14,1290,Grosuplje,https://www.openstreetmap.org/way/165813885,,"01 788 88 00, 01 788 88 01",01 788 88 04,lag.osljlag@guest.arnes.si,http://www.oslag.si/tovarniska,45.95320,14.65874
OS,1036,178,5085993004,lj,Grosuplje,Osnovna šola Louisa Adamiča Grosuplje Podružnica Kopanj,Velika Račna 43,1290,Grosuplje,,,01 788 88 27,01 788 88 04,lag.osljlag@guest.arnes.si,,45.90720,14.68993
OS,1037,178,5085993005,lj,Grosuplje,Osnovna šola Louisa Adamiča Grosuplje Podružnica Št.Jurij,Št. Jurij 11,1290,Grosuplje,,32023,01 788 88 25,01 788 88 04,lag.osljlag@guest.arnes.si,,45.92702,14.62327
OS,1038,178,5085993007,lj,Grosuplje,Osnovna šola Louisa Adamiča Grosuplje Podružnica Žalna,Žalna 1,1290,Grosuplje,,32022,01 781 28 40,01 788 88 04,lag.osljlag@guest.arnes.si,,45.93851,14.69757
OS,23155,23155,7272219000,lj,Grosuplje,Osnovna šola Šmarje - Sap,Ljubljanska cesta 49,1293,Šmarje - Sap,https://www.openstreetmap.org/way/334764217,32030,01 7912830,01 7912834,os.smarje-sap@guest.arnes.si,http://www.osss.si,45.97589,14.61380
OS,421,421,5087031000,mb,Hajdina,Osnovna šola Hajdina,Spodnja Hajdina 24,2288,Hajdina,https://www.openstreetmap.org/way/370634211,,02 788 12 60,02 788 12 61,o-hajdina.mb@guest.arnes.si,http://www.os-hajdina.si,46.41616,15.83450
OS,575,575,5085853000,mb,Hoče-Slivnica,Osnovna šola Dušana Flisa Hoče,Šolska ulica 10,2311,Hoče,https://www.openstreetmap.org/node/1950964181,160010,"02 618 11 07, 02 616 55 70",02 616 55 80,os-hoce@guest.arnes.si,http://www.os-hoce.si/,46.49710,15.64508
OS,938,575,5085853001,mb,Hoče-Slivnica,"Osnovna šola Dušana Flisa Hoče, Podružnična šola Reka-Pohorje",Hočko Pohorje 1,2311,Hoče,,160011,02 618 17 10,,os-hoce@guest.arnes.si,http://www.os-hoce.si,46.48896,15.61327
OS,577,577,5085306000,mb,Hoče-Slivnica,Osnovna šola Franca Lešnika - Vuka Slivnica pri Mariboru,Mariborska cesta 4,2312,Orehova vas,https://www.openstreetmap.org/way/445757857,160020,02 60 35 680,02 605 63 81,o-flvslivnica.mb@guest.arnes.si,http://www.osflv.si,46.47820,15.65308
OS,722,577,5243289002,ms,Hodoš,Dvojezična osnovna šola Prosenjakovci Podružnica Hodoš,Hodoš 53,9205,Hodoš - Hodos,,,02 559 10 32,,jozefa.herman@guest.arnes.si,,46.82756,16.32582
OS,324,324,5084423000,lj,Horjul,Osnovna šola Horjul,Šolska ulica 44,1354,Horjul,,,01 750 02 20,01 750 02 29,o-horjul.lj@guest.arnes.si,http://www2.arnes.si/~ohorjullj/vstop.htm,46.02299,14.29322
OS,181,181,5089905000,za,Hrastnik,Osnovna šola narodnega heroja Rajka Hrastnik,Log 19,1430,Hrastnik,https://www.openstreetmap.org/way/322425647,34010,03 56 42 440,03 56 42 445,Projekt3.osljhrnhr@guest.arnes.si,http://www2.arnes.si/~osljhrnhr3s/,46.14428,15.08302
OS,3548,181,5089905001,za,Hrastnik,"Osnovna šola narodnega heroja Rajka Hrastnik, Podružnična šola Dol pri Hrastniku",Planinska cesta 3,1431,Dol pri Hrastniku,,34011,03 56 42 424,03 56 42 425,ravnateljica@osnhr.si,,46.14048,15.11595
OS,461,461,5089379000,kp,Hrpelje-Kozina,Osnovna šola Dragomirja Benčiča - Brkina Hrpelje,Reška cesta 30,6240,Kozina,,35010,05 689 20 60,05 689 20 66,info@os-hrpelje.si,http://www.os-hrpelje.si,45.60561,13.94598
OS,184,184,5082978000,ng,Idrija,Osnovna šola Črni Vrh,Črni Vrh 95,5274,Črni Vrh nad Idrijo,,,05 374 36 50,05 374 36 57,o-crni.vrh@guest.arnes.si,http://www.oscv.si/,45.92454,14.04609
OS,185,185,5082986000,ng,Idrija,Osnovna šola Idrija,Lapajnetova ulica 50,5280,Idrija,,,05 372 62 00,05 377 10 65,osidrija@guest.arnes.si,http://www.osnovna-sola-idrija.si/,46.00205,14.02724
OS,890,185,5082986001,ng,Idrija,Osnovna šola Idrija Podružnica Godovič,Godovič 35 B,5275,Godovič,,,05 374 74 26,,osidrija@guest.arnes.si,http://www.osnovna-sola-idrija.si/,45.95778,14.09338
OS,891,185,5082986006,ng,Idrija,"Osnovna šola Idrija, Podružnična šola Zavratec",Zavratec 1,1373,Rovte,,,05 366 13 73,,osidrija@guest.arnes.si,http://www.osnovna-sola-idrija.si/,45.99087,14.13006
OS,188,188,5083788000,ng,Idrija,Osnovna šola Spodnja Idrija,Šolska ulica 9,5281,Spodnja Idrija,,,05 377 47 00,05 377 47 01,ospidrijang@guest.arnes.si,http://www.os-spidrija.si/,46.03365,14.02180
OS,896,188,5083788002,ng,Idrija,"Osnovna šola Spodnja Idrija, Podružnična šola Ledine",Ledine 10,5281,Spodnja Idrija,,,05 377 93 82,05 372 81 98,,,46.04043,14.05720
OS,320,320,5084431000,lj,Ig,Osnovna šola Ig,Troštova ulica 24,1292,Ig,,,01 280 23 40,01 280 23 68,o-ig.lj@guest.arnes.si,http://www.osig.si,45.96076,14.52863
OS,951,320,5084431001,lj,Ig,"Osnovna šola Ig, Podružnica Golo",Golo 37,1292,Ig,,,01 280 23 40,01 280 23 68,o-ig.lj@guest.arnes.si,http://www.osig.si,45.90970,14.55215
OS,952,320,5084431002,lj,Ig,"Osnovna šola Ig, Podružnica Iška vas",Iška vas 2,1292,Ig,,,01 280 23 40,01 280 23 68,o-ig.lj@guest.arnes.si,http://www.osig.si,45.94380,14.50989
OS,953,320,5084431003,lj,Ig,"Osnovna šola Ig, Podružnica Tomišelj",Tomišelj 30,1292,Ig,,37013,01 280 23 40,01 280 23 68,o-ig.lj@guest.arnes.si,http://www.osig.si,45.96301,14.48171
OS,599,599,5624525000,po,Ilirska Bistrica,Osnovna šola Antona Žnideršiča Ilirska Bistrica,Rozmanova ulica 25 B,6250,Ilirska Bistrica,,38010,"05 711 02 60, 05 711 02 70",05 711 02 68,group1.ospoilbaz@guest.arnes.si,http://www.o-azilb.si/,45.56011,14.25030
OS,600,600,5624533000,po,Ilirska Bistrica,Osnovna šola Dragotina Ketteja Ilirska Bistrica,Župančičeva ulica 7,6250,Ilirska Bistrica,,38020,"05 711 03 80, 05 711 03 88",05 711 03 86,nevenka.vicic@guest.arnes.si,http://www.os-dk.si/,45.56811,14.24449
OS,195,195,5083010000,po,Ilirska Bistrica,Osnovna šola Jelšane,Jelšane 82,6254,Jelšane,,,05 711 87 00,05 711 87 07,os.jelsane@guest.arnes.si,http://www.os-jelsane.si,45.50042,14.27336
OS,192,192,5086019000,po,Ilirska Bistrica,Osnovna šola Podgora Kuteževo,Kuteževo 2 F,6250,Ilirska Bistrica,,,05 714 81 62,05 714 81 62,os.podgora@guest.arnes.si,http://www.os-kutezevo.si,45.52419,14.32806
OS,190,190,5090164000,po,Ilirska Bistrica,Osnovna šola Rudija Mahniča - Brkinca Pregarje,Pregarje 18,6243,Obrov,,,05 789 51 60,05 789 51 60,o-rmbrkinc.po@guest.arnes.si,http://www2.arnes.si/~ormbrkincpo/,45.57925,14.13167
OS,191,191,5083800000,po,Ilirska Bistrica,Osnovna šola Rudolfa Ukoviča Podgrad,Podgrad 99 A,6244,Podgrad,,38060,05 908 74 40,0,projekt1.oskprup@guest.arnes.si,http://os-podgrad.si/,45.52411,14.14418
OS,194,194,5083796000,po,Ilirska Bistrica,Osnovna šola Toneta Tomšiča Knežak,Knežak 147 A,6253,Knežak,,38070,05 788 00 02,05 788 20 16,o-ttknezak.po@guest.arnes.si,http://os-knezak.si/,45.62613,14.24807
OS,179,179,5085357000,lj,Ivančna Gorica,Osnovna šola Ferda Vesela Šentvid pri Stični,Šentvid pri Stični 46,1296,Šentvid pri Stični,,39010,01 788 78 02,01 788 78 05,,http://www2.arnes.si/~osljfv2s/,45.95304,14.83464
OS,1282,179,5085357003,lj,Ivančna Gorica,Osnovna šola Ferda Vesela Podružnica v Centru za zdravljenje bolezni otrok,Šentvid pri Stični 46,1296,Šentvid pri Stični,,,01 788 78 10,01 788 50 52,,,45.95304,14.83464
OS,683,179,5085357002,lj,Ivančna Gorica,Osnovna šola Ferda Vesela Šentvid pri Stični Podružnica Temenica,Temenica 2,1296,Šentvid pri Stični,,39022,01 788 50 02,01 788 50 03,,,45.96857,14.88130
OS,602,602,5623677000,lj,Ivančna Gorica,Osnovna šola Stična,Cesta občine Hirschaid 1,1295,Ivančna Gorica,,,01 788 72 60,01 788 72 65,tajnistvo@os-sticna.si,http://www.os-sticna.si,45.94580,14.80822
OS,676,25075,5623677002,lj,Ivančna Gorica,"Osnovna šola Zagradec, Podružnična šola Ambrus",Ambrus 33,1303,Zagradec,,,01 780 10 88,,marjan.potokar@guest.arnes.si,,45.82942,14.81759
OS,677,25075,5623677003,lj,Ivančna Gorica,Osnovna šola Zagradec, Podružnična šola Krka,Krka 1 A,1301,Krka,,,01 780 61 02,,marjan.potokar@guest.arnes.si,,45.88305,14.78524
OS,678,602,5623677004,lj,Ivančna Gorica,Osnovna šola Stična Podružnična šola Muljava,Muljava 3,1295,Ivančna Gorica,,,01 787 63 69,,marjan.potokar@guest.arnes.si,,45.90484,14.80171
OS,1215,602,5623677006,lj,Ivančna Gorica,"Osnovna šola Stična, Podružnična šola Stična",Stična 24,1295,Ivančna Gorica,,,01 787 73 89,,marjan.potokar@guest.arnes.si,,45.95761,14.80682
OS,675,602,5623677001,lj,Ivančna Gorica,Osnovna šola Stična Podružnična šola Višnja Gora,Cesta na Polževo 26,1294,Višnja Gora,,,01 788 40 30,01 788 44 41,marjan.potokar@guest.arnes.si,,45.95383,14.73684
OS,679,602,5623677005,lj,Ivančna Gorica,"Osnovna šola Stična, Podružnična šola Zagradec",Zagradec 33,1303,Zagradec,,,01 788 60 04,,marjan.potokar@guest.arnes.si,,45.85949,14.83631
OS,196,196,5089514000,kp,Izola,Osnovna šola Dante Alighieri Izola,Ulica oktobrske revolucije 10,6310,Izola - Isola,,,05 662 52 40,05 662 52 50,se.alighieri-is@guest.arnes.si,http://www.dantealighieri.si,45.53511,13.66050
OS,1053,1053,5859921000,kp,Izola,Osnovna šola Livade - Izola,Livade 7,6310,Izola - Isola,,40010,05 662 55 60,05 662 55 61,o-livadeizola.kp@guest.arnes.si,http://www.livade.si,45.52978,13.65837
OS,197,197,5083028000,kp,Izola,Osnovna šola Vojke Šmuc Izola,Prešernova cesta 4,6310,Izola - Isola,,,"05 662 11 50, 05 662 11 51",05 662 11 72,tajnistvo.osvsmuc@guest.arnes.si,http://www.osvsmuc.si,45.53424,13.66203
OS,906,197,5083028001,kp,Izola,"Osnovna šola Vojke Šmuc Izola, Podružnična šola Korte",Korte 14 C,6310,Izola - Isola,,,,,maja.vargazon@osvsmuc.si,,45.48973,13.65338
OS,1344,1344,5719046000,kr,Jesenice,Osnovna šola Koroška Bela Jesenice,Cesta talcev 2,4270,Jesenice,,41010,04 580 64 05,04 580 64 04,o-korbela.kr@guest.arnes.si,http://www.oskoroskabela.si,46.42612,14.09747
OS,16570,1344,5719046001,kr,Jesenice,Osnovna šola Koroška Bela Jesenice Podružnica Blejska Dobrava,Blejska Dobrava 44,4273,Blejska Dobrava,,,041 621 023,,o-korbela.bld.kr@guest.arnes.si,http://oskoroskabela.si,46.40966,14.09745
OS,1206,1206,5719097000,kr,Jesenice,Osnovna šola Prežihovega Voranca Jesenice,Cesta Toneta Tomšiča 5,4270,Jesenice,,103020,04 581 15 00,04 586 31 74,os-pv.jesenice@guest.arnes.si,http://www.prezihovvoranc.si,46.43608,14.06286
OS,1345,1345,5719089000,kr,Jesenice,Osnovna šola Toneta Čufarja Jesenice,Cesta Cirila Tavčarja 21,4270,Jesenice,,41030,04 583 32 50,04 583 32 90,os-tone.cufar@guest.arnes.si,http://www.tonecufar.si/,46.44049,14.03788
OS,981,1345,5083214001,kr,Jezersko,Osnovna šola Matije Valjavca Preddvor Podružnica Jezersko,Zgornje Jezersko 62,4206,Zgornje Jezersko,,95012,04 2750 710,04 2750 719,group2.oskrmv@guest.arnes.si,http://www.os-preddvor.si,46.39340,14.49922
OS,415,415,5087040000,mb,Juršinci,Osnovna šola Juršinci,Juršinci 19,2256,Juršinci,,,"02 758 00 71, 02 758 00 72",02 758 60 01,os.jursinci@guest.arnes.si,http://www2.arnes.si/~osmbjur5/,46.48600,15.97228
OS,200,200,5083036000,lj,Kamnik,Osnovna šola Frana Albrehta Kamnik,Šolska ulica 1,1241,Kamnik,,,01 839 63 00,01 839 63 05,os.frana-albrehta@guest.arnes.si,http://www.os-fa.si,46.22123,14.60815
OS,913,200,5083036002,lj,Kamnik,Osnovna šola Frana Albrehta Kamnik Podružnica Mekinje,Jeranovo 11,1241,Kamnik,,43011,01 839 10 78,,rafko.lah@guest.arnes.si,,46.23954,14.61093
OS,914,200,5083036003,lj,Kamnik,Osnovna šola Frana Albrehta Kamnik Podružnica Nevlje,Nevlje 18,1241,Kamnik,,43012,01 839 10 69,,rafko.lah@guest.arnes.si,,46.23056,14.62680
OS,915,200,5083036004,lj,Kamnik,Osnovna šola Frana Albrehta Kamnik Podružnica Tunjice,Tunjice 22,1241,Kamnik,,43013,01 839 25 04,,rafko.lah@guest.arnes.si,,46.23807,14.57906
OS,916,200,5083036005,lj,Kamnik,Osnovna šola Frana Albrehta Kamnik Podružnica Vranja peč,Vranja Peč 3,1241,Kamnik,,43014,01 831 16 71,,rafko.lah@guest.arnes.si,,46.21032,14.67131
OS,199,199,5268931000,lj,Kamnik,Osnovna šola Marije Vere,Ljubljanska cesta 16 A,1241,Kamnik,,,01 830 31 40,01 830 31 48,tajnistvo@os-marijevere.si,http://www.os-marijevere.si/,46.20637,14.59582
OS,204,204,5083818000,lj,Kamnik,Osnovna šola Stranje,Zgornje Stranje 22,1242,Stahovica,,,01 832 54 33,01 832 70 80,tajnistvo@os-stranje.si,http://www.os-stranje.si/,46.25739,14.60296
OS,907,204,5083818001,lj,Kamnik,Osnovna šola Stranje Podružnica Gozd,Krivčevo 2,1242,Stahovica,,43031,01 832 52 35,---,boris.jemec@guest.arnes.si,http://glej matično šolo,46.26315,14.67119
OS,1259,1259,5950686000,lj,Kamnik,Osnovna šola Šmartno v Tuhinju,Šmartno v Tuhinju 27 A,1219,Laze v Tuhinju,,43041,"01 834 72 00, 01 834 70 01",01 834 70 01,projekt1.osljsmt@guest.arnes.si,http://www.ossmartno-tuhinj.si/,46.21633,14.73553
OS,3701,1259,5950686001,lj,Kamnik,Osnovna šola Šmartno v Tuhinju Podružnica Motnik,Motnik 8,1221,Motnik,,,01 834 81 20,,jozica.hribar@guest.arnes.si,,46.21605,14.88457
OS,3702,1259,5950686002,lj,Kamnik,Osnovna šola Šmartno v Tuhinju Podružnica Sela,Sela pri Kamniku 5,1241,Kamnik,,43042,01 839 22 60,,jozica.hribar@guest.arnes.si,,46.23724,14.68545
OS,3703,1259,5950686003,lj,Kamnik,Osnovna šola Šmartno v Tuhinju Podružnica Zgornji Tuhinj,Zgornji Tuhinj 45,1219,Laze v Tuhinju,,43043,01 834 70 54,01 834 70 54,jozica.hribar@guest.arnes.si,,46.22601,14.77065
OS,201,201,5083044000,lj,Kamnik,Osnovna šola Toma Brejca Kamnik,Šutna 39,1241,Kamnik,,43050,01 830 37 80,01 830 37 88,os-tb.kamnik@guest.arnes.si,http://www.ostb.si,46.22146,14.60669
OS,361,361,5085772000,ng,Kanal,Osnovna šola Deskle,Srebrničeva ulica 10,5210,Deskle,,,05 398 30 00,05 398 30 02,o-sola.deskle@guest.arnes.si,http://www.os-deskle.si,46.05355,13.61486
OS,363,363,5089018000,ng,Kanal,Osnovna šola Kanal,Gradnikova ulica 25,5213,Kanal,,,05 398 16 00,05 398 16 01,o-kanal.ng@guest.arnes.si,http://www2.arnes.si/~okanalng/,46.08957,13.63591
OS,918,363,5089018003,ng,Kanal,Osnovna šola Kanal Podružnica Kal,Kal nad Kanalom 119,5214,Kal nad Kanalom,,,05 309 50 24,,milka.zimic@guest.arnes.si,,46.08470,13.74204
OS,424,424,5086973000,mb,Kidričevo,Osnovna šola Cirkovce,Cirkovce 47,2326,Cirkovce,,,02 789 00 10,02 792 00 51,ravnateljica@os-cirkovce.si,http://www.os-cirkovce.si,46.39472,15.72270
OS,423,423,5087066000,mb,Kidričevo,Osnovna šola Kidričevo,Kajuhova ulica 10,2325,Kidričevo,,,02 799 06 30,02 799 06 31,os.kidricevo@guest.arnes.si,http://www.os-kidricevo.si,46.40745,15.79446
OS,766,423,5087066001,mb,Kidričevo,"Osnovna šola Kidričevo, Podružnica Lovrenc na Dravskem polju",Lovrenc na Dravskem polju 8 A,2324,Lovrenc na Dravskem polju,,45011,02 790 11 61,02 790 11 60,os.kidricevo@guest.arnes.si,,46.37340,15.77481
OS,509,509,5089832000,ng,Kobarid,Osnovna šola Simona Gregorčiča Kobarid,Gregorčičeva ulica 18 A,5222,Kobarid,,,05 389 97 00,05 389 97 06,tajnistvo@os-kobarid.si,http://www.os-kobarid.si,46.24559,13.58228
