day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.hagt.performed,tests.hagt.performed.todate,tests.hagt.positive,tests.hagt.positive.todate,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,cases.vaccinated.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,region.lj.todate,region.ce.todate,region.mb.todate,region.ms.todate,region.kr.todate,region.nm.todate,region.za.todate,region.sg.todate,region.po.todate,region.ng.todate,region.kp.todate,region.kk.todate,region.foreign.todate,region.unknown.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,age.unknown.0-4.todate,age.unknown.5-14.todate,age.unknown.15-24.todate,age.unknown.25-34.todate,age.unknown.35-44.todate,age.unknown.45-54.todate,age.unknown.55-64.todate,age.unknown.65-74.todate,age.unknown.75-84.todate,age.unknown.85+.todate,age.unknown.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate,deceased.rhoccupant.todate,deceased.other.todate,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.delivered.todate
409,2021-04-16,F16,1128817,3845,215150,772,1127449,3845,215162,772,35051,1973625,,,,,,,231751,772,12189,215409,219562,,,12162,219589,263,639,152,124,16198,12376,4147,56229,31097,34618,14850,24215,17922,6152,9014,5316,11380,10464,9070,768,656,231751,1851,8143,21480,36294,45861,44985,32582,18544,12866,9143,231749,872,3948,10945,18581,24389,24031,16501,8934,7363,6893,122457,979,4195,10532,17713,21470,20953,16080,9610,5503,2250,109285,,,3,,2,1,1,,,,7,,,1,2,22,52,186,652,1480,2097,4492,,,,1,10,18,47,211,679,1339,2305,,,1,1,12,34,139,441,801,758,2187,2078,2414,8410,373022,5742,145368,,,518230,584580
410,2021-04-17,F16,1131458,2641,215626,476,1130090,2641,215638,476,6992,1980617,,,,,,,232227,476,11944,216124,220283,,,12171,220056,276,629,150,119,16264,12446,4153,56368,31140,34709,14874,24269,17942,6169,9036,5322,11414,10466,9091,769,658,232227,1862,8181,21536,36360,45948,45075,32632,18596,12883,9152,232225,876,3963,10968,18617,24436,24080,16531,8964,7376,6896,122707,986,4218,10565,17743,21510,20994,16099,9632,5507,2256,109510,,,3,,2,1,2,,,,8,,,1,2,22,53,186,652,1480,2100,4496,,,,1,10,18,47,211,679,1342,2308,,,1,1,12,35,139,441,801,758,2188,2078,2418,2507,375529,3657,149025,,,524390,584580
411,2021-04-18,F16,1133102,1644,215859,233,1131734,1644,215871,233,6868,1987485,,,,,,,232460,233,11894,216399,220566,,,12174,220286,281,631,152,119,16313,12487,4159,56436,31150,34768,14896,24287,17961,6176,9049,5322,11417,10468,9102,770,658,232460,1863,8199,21561,36402,45983,45121,32667,18613,12891,9158,232458,877,3970,10984,18636,24456,24101,16547,8975,7382,6900,122828,986,4229,10574,17766,21525,21019,16118,9638,5509,2258,109622,,,3,,2,1,2,,,,8,,,1,2,22,53,188,652,1484,2103,4505,,,,1,10,18,47,211,680,1344,2311,,,1,1,12,35,141,441,804,759,2194,2078,2427,1279,376808,7,149032,,,525676,584580
412,2021-04-19,F16,1136745,3643,216583,724,1135377,3643,216595,724,42114,2029599,,,,,,,233184,724,12345,216667,220839,,,12180,221004,298,652,155,122,16355,12501,4167,56598,31288,34830,14912,24359,18044,6211,9059,5370,11445,10497,9136,773,662,233184,1878,8254,21652,36479,46134,45245,32768,18679,12922,9171,233182,881,3998,11034,18688,24533,24175,16604,9017,7400,6912,123242,997,4256,10615,17791,21599,21069,16162,9662,5522,2259,109932,,,3,,2,1,2,,,,8,,,1,2,22,53,188,656,1484,2107,4513,,,,1,10,18,47,213,680,1346,2315,,,1,1,12,35,141,443,804,761,2198,2078,2435,2336,379144,374,149406,,,528386,643500
413,2021-04-20,F16,1141637,4892,217621,1038,1140269,4892,217633,1038,26292,2055891,,,,,,,234222,1038,12192,217854,222030,,,12190,222032,314,649,156,127,16427,12571,4172,56870,31453,34990,14951,24423,18121,6249,9103,5392,11510,10534,9171,789,666,234222,1903,8336,21780,36641,46327,45432,32887,18772,12955,9187,234220,887,4041,11104,18771,24631,24268,16667,9066,7416,6927,123778,1016,4295,10673,17870,21694,21163,16218,9706,5539,2260,110434,,,3,,2,1,2,,,,8,,,1,2,22,53,189,657,1485,2109,4518,,,,1,10,18,47,213,680,1346,2315,,,1,1,12,35,142,444,805,763,2203,2078,2440,5221,384365,1496,150902,,,535077,643500
414,2021-04-21,F16,1145962,4325,218365,744,1144594,4325,218377,744,26748,2082639,,,,,,,234966,744,11407,219372,223559,,,12192,222774,321,631,153,131,16475,12633,4176,57032,31589,35086,14992,24508,18184,6285,9112,5415,11543,10563,9194,796,667,234966,1916,8403,21883,36764,46472,45543,32979,18831,12978,9195,234964,893,4075,11154,18831,24708,24319,16704,9095,7427,6933,124139,1023,4328,10726,17933,21762,21223,16273,9736,5551,2262,110817,,,3,,2,1,2,,,,8,,,1,2,22,53,189,662,1491,2112,4532,,,,1,10,18,47,214,684,1346,2320,,,1,1,12,35,142,448,807,766,2212,2079,2453,7747,392112,9163,160065,,,551958,643500
415,2021-04-22,F16,1151334,5372,219265,900,1149966,5372,219277,900,31173,2113812,,,,,,,235866,900,11023,220648,224843,,,12202,223664,341,620,154,125,16534,12692,4187,57223,31707,35251,15035,24596,18259,6315,9145,5452,11587,10584,9231,807,674,235866,1942,8486,22023,36908,46637,45677,33083,18899,13002,9207,235864,907,4117,11225,18906,24806,24383,16758,9131,7443,6942,124618,1035,4369,10795,18001,21829,21293,16323,9768,5559,2265,111237,,,3,1,2,1,2,,,,9,,,1,2,22,53,189,663,1492,2112,4534,,,,1,10,18,47,215,685,1346,2322,,,1,1,12,35,142,448,807,766,2212,2079,2455,8147,400259,11933,171998,,,571982,643500
416,2021-04-23,F16,1156514,5180,220096,831,1155146,5180,220108,831,43479,2157291,,,,,,,236697,831,10598,221896,226099,,,12202,224495,348,629,157,121,16613,12754,4195,57441,31804,35368,15069,24681,18327,6357,9169,5477,11621,10617,9274,813,679,236697,1957,8566,22162,37038,46783,45832,33172,18957,13019,9209,236695,912,4160,11294,18967,24879,24464,16800,9158,7456,6943,125033,1045,4406,10865,18070,21902,21367,16370,9799,5563,2266,111653,,,3,1,2,1,2,,,,9,,,1,2,22,53,189,664,1495,2117,4543,,,,1,10,18,47,215,687,1351,2329,,,1,1,12,35,142,449,808,766,2214,2082,2461,10891,411150,6860,178858,,,589681,643500
417,2021-04-24,F16,1159204,2690,220512,416,1157836,2690,220524,416,9834,2167125,,,,,,,237113,416,10465,222440,226648,,,12202,224911,350,618,159,116,16670,12816,4203,57550,31858,35443,15092,24706,18366,6368,9178,5489,11656,10617,9296,815,679,237113,1966,8615,22216,37099,46860,45906,33219,18988,13028,9214,237111,915,4186,11319,18997,24917,24501,16824,9176,7462,6948,125245,1051,4429,10894,18101,21941,21404,16393,9812,5566,2266,111857,,,3,1,2,1,2,,,,9,,,1,2,22,54,190,666,1497,2118,4550,,,,1,10,18,48,216,689,1352,2334,,,1,1,12,36,142,450,808,766,2216,2083,2467,2491,413641,474,179332,,,592630,651900
418,2021-04-25,F16,1160558,1354,220703,191,1159190,1354,220715,191,6796,2173921,,,,,,,237304,191,10365,222725,226939,,,12202,225102,352,630,156,117,16719,12848,4208,57624,31868,35479,15098,24737,18374,6374,9189,5489,11662,10617,9299,815,679,237304,1969,8636,22239,37136,46893,45942,33241,19001,13029,9216,237302,916,4200,11330,19014,24934,24520,16834,9185,7463,6949,125345,1053,4436,10906,18121,21957,21421,16405,9816,5566,2267,111948,,,3,1,2,1,2,,,,9,,,1,2,22,56,190,669,1498,2121,4559,,,,1,10,19,48,216,690,1353,2337,,,1,1,12,37,142,453,808,768,2222,2084,2475,658,414299,22,179354,,,593305,651900
419,2021-04-26,F16,1164211,3653,221512,809,1162843,3653,221524,809,33364,2207285,,,,,,,238113,809,10124,223768,227989,,,12203,225910,361,643,156,120,16759,12871,4214,57802,32002,35578,15125,24830,18448,6405,9215,5533,11702,10641,9335,816,681,238113,1975,8697,22341,37251,47056,46097,33349,19070,13054,9221,238111,919,4235,11387,19076,25022,24607,16887,9231,7479,6951,125794,1056,4462,10951,18174,22032,21489,16460,9839,5575,2270,112308,,,3,1,2,1,2,,,,9,,,1,2,22,56,191,669,1498,2122,4561,,,,1,10,19,49,216,690,1354,2339,,,1,1,12,37,142,453,808,768,2222,2084,2477,379,414678,8,179362,,,593692,718650
420,2021-04-27,F16,1166219,2008,221915,403,1164851,2008,221927,403,4449,2211734,,,,,,,238516,403,9291,224989,229225,,,12204,226312,363,649,160,122,16830,12929,4221,57927,32024,35662,15168,24864,18489,6408,9224,5535,11722,10642,9352,818,681,238516,1983,8731,22392,37307,47126,46186,33409,19090,13065,9225,238514,923,4249,11415,19103,25059,24659,16918,9240,7485,6953,126004,1060,4482,10974,18203,22065,21526,16489,9850,5580,2272,112501,,,3,1,2,1,2,,,,9,,,1,2,22,56,192,672,1499,2129,4573,,,,1,10,19,50,216,691,1357,2344,,,1,1,12,37,142,456,808,772,2229,2087,2486,461,415139,11,179373,,,594158,718650
421,2021-04-28,F16,1170156,3937,222836,921,1168788,3937,222848,921,36229,2247963,,,,,,,239437,921,9320,225874,230117,,,12206,227231,371,621,154,114,16856,12969,4236,58107,32195,35824,15187,24951,18569,6451,9246,5570,11777,10678,9379,819,684,239437,1995,8818,22508,37440,47316,46352,33545,19149,13084,9228,239435,928,4298,11473,19167,25148,24743,16980,9272,7493,6956,126458,1067,4520,11032,18272,22166,21608,16563,9877,5591,2272,112968,,,3,1,2,1,2,,,,9,,,1,2,22,56,193,676,1501,2131,4582,,,,1,10,19,51,218,693,1359,2351,,,1,1,12,37,142,458,808,772,2231,2087,2495,3196,418335,4821,184194,,,602162,718650
422,2021-04-29,F16,1174598,4442,223785,949,1173230,4442,223797,949,33308,2281271,,,,,,,240386,949,9407,226729,230979,,,12207,228179,375,636,153,118,16937,13028,4243,58340,32319,35924,15257,25075,18648,6475,9284,5611,11830,10706,9407,821,689,240386,2009,8889,22614,37589,47513,46563,33663,19213,13097,9234,240384,937,4335,11521,19238,25266,24861,17040,9303,7497,6961,126959,1072,4554,11090,18350,22245,21701,16621,9910,5600,2273,113416,,,3,1,2,1,2,,,,9,,,1,2,22,56,195,678,1505,2131,4590,,,,1,10,19,52,220,695,1359,2356,,,1,1,12,37,143,458,810,772,2234,2089,2501,6024,424359,13393,197587,,,621559,728250
423,2021-04-30,F16,1178795,4197,224804,1019,1177427,4197,224816,1019,36391,2317662,,,,,,,241405,1019,9654,227493,231751,,,12207,229198,384,626,152,116,16979,13073,4250,58609,32466,36109,15278,25179,18704,6504,9307,5663,11894,10735,9441,822,694,241405,2028,8989,22772,37720,47726,46742,33788,19280,13122,9236,241403,950,4384,11601,19306,25383,24951,17103,9336,7512,6962,127488,1078,4605,11168,18413,22341,21790,16683,9944,5610,2274,113906,,,3,1,2,1,2,,,,9,,,1,2,22,56,196,681,1508,2133,4599,,,,1,10,19,52,220,695,1360,2357,,,1,1,12,37,144,461,813,773,2242,2089,2510,6355,430714,14896,212483,,,642720,803850
424,2021-05-01,F16,1180622,1827,225171,367,1179254,1827,225183,367,5401,2323063,,,,,,,241772,367,9545,227964,232227,,,12207,229565,390,616,152,120,17052,13148,4258,58747,32491,36154,15309,25223,18731,6506,9316,5664,11915,10737,9456,823,700,241772,2034,9021,22829,37780,47811,46800,33823,19296,13134,9242,241770,954,4397,11624,19339,25432,24977,17114,9344,7518,6967,127666,1080,4624,11202,18440,22377,21822,16707,9952,5616,2275,114095,,,3,1,2,1,2,,,,9,,,1,2,22,56,197,683,1509,2133,4603,,,,1,10,19,52,220,696,1360,2358,,,1,1,12,37,145,463,813,773,2245,2089,2514,873,431587,6372,218855,,,649953,803850
425,2021-05-02,F16,1182002,1380,225380,209,1180634,1380,225392,209,7646,2330709,,,,,,,241981,209,9521,228191,232460,,,12207,229774,392,605,151,120,17085,13187,4263,58812,32513,36196,15319,25250,18741,6516,9322,5665,11926,10737,9458,823,703,241981,2039,9041,22851,37804,47869,46829,33856,19306,13139,9245,241979,956,4412,11636,19350,25459,24993,17132,9351,7521,6970,127780,1083,4629,11212,18453,22408,21835,16722,9955,5618,2275,114190,,,3,1,2,1,2,,,,9,,,1,2,22,56,198,687,1510,2135,4611,,,,1,10,19,52,224,696,1362,2364,,,1,1,12,37,146,463,814,773,2247,2089,2522,1292,432879,2163,221018,,,653406,803850
426,2021-05-03,F16,1186026,4024,226273,893,1184658,4024,226285,893,48048,2378757,,,,,,,242874,893,9690,228911,233184,,,12207,230667,400,608,148,110,17113,13206,4269,59036,32647,36325,15351,25353,18789,6560,9362,5713,11953,10766,9486,826,707,242874,2049,9125,22952,37963,48053,47007,33965,19358,13148,9252,242872,959,4450,11691,19437,25555,25084,17185,9386,7526,6975,128248,1090,4675,11258,18525,22496,21922,16778,9972,5622,2277,114615,,,3,1,2,1,2,,,,9,,,1,2,22,56,198,688,1512,2135,4614,,,,1,10,19,52,224,696,1362,2364,,,1,1,12,37,146,464,816,773,2250,2089,2525,5104,437983,2950,223968,,,661451,860010
427,2021-05-04,F16,1190776,4750,227203,930,1189408,4750,227215,930,26262,2405019,,,,,,,243804,930,9582,229943,234222,,,12208,231596,404,584,143,108,17167,13280,4273,59307,32784,36453,15380,25459,18859,6590,9375,5750,11989,10813,9505,828,712,243804,2059,9218,23070,38093,48267,47182,34070,19419,13165,9259,243802,963,4496,11768,19515,25670,25172,17241,9419,7534,6980,128758,1096,4722,11299,18576,22595,22009,16827,10000,5631,2279,115034,,,3,2,2,1,2,,,,10,,,1,2,22,57,199,690,1515,2137,4623,,,,1,10,19,52,224,696,1363,2365,,,1,1,12,38,147,466,819,774,2258,2089,2534,7181,445164,2821,226789,,,671329,860010
428,2021-05-05,F16,1195004,4228,227980,777,1193636,4228,227992,777,28911,2433930,,,,,,,244581,777,9615,230684,234966,,,12208,232373,409,560,140,107,17212,13343,4279,59521,32886,36592,15411,25539,18905,6612,9398,5784,12029,10844,9518,829,713,244581,2078,9311,23168,38202,48430,47315,34163,19465,13182,9265,244579,970,4542,11822,19582,25756,25241,17279,9441,7543,6983,129159,1108,4769,11343,18618,22672,22073,16882,10024,5639,2282,115410,,,3,2,2,1,2,,,,10,,,1,2,22,57,199,692,1515,2137,4625,,,,1,10,19,52,225,696,1363,2366,,,1,1,12,38,147,467,819,774,2259,2089,2536,10188,455352,7988,234777,,,689407,860010
429,2021-05-06,F16,1199033,4029,228588,608,1197665,4029,228600,608,31966,2465896,,,,,,,245189,608,9323,231581,235866,,,12208,232981,418,551,140,105,17257,13394,4282,59657,32971,36686,15430,25619,18940,6639,9418,5812,12071,10865,9537,831,713,245189,2091,9374,23252,38300,48547,47413,34237,19506,13197,9270,245187,977,4568,11865,19637,25815,25289,17319,9458,7551,6986,129465,1114,4806,11384,18661,22730,22123,16916,10048,5646,2284,115712,,,3,2,2,1,2,,,,10,,,1,2,22,58,199,692,1516,2137,4627,,,,1,10,19,52,225,697,1363,2367,,,1,1,12,39,147,467,819,774,2260,2090,2537,15703,471055,12297,247074,,,717325,874410
430,2021-05-07,F16,1203360,4327,229222,634,1201992,4327,229234,634,40915,2506811,,,,,,,245823,634,9126,232411,236697,,,12209,233614,436,538,141,99,17299,13446,4285,59830,33048,36769,15447,25713,18979,6666,9442,5837,12093,10895,9548,833,723,245823,2104,9452,23341,38369,48680,47521,34311,19551,13212,9280,245821,984,4609,11915,19677,25899,25346,17368,9480,7561,6993,129832,1120,4843,11423,18690,22779,22174,16941,10071,5651,2287,115979,,,3,2,2,1,2,,,,10,,,1,2,22,58,199,692,1516,2137,4627,,,,1,10,19,52,225,697,1363,2367,,,1,1,12,39,147,467,819,774,2260,2090,2537,13596,484651,8652,255726,,,738755,874410
431,2021-05-08,F16,1205766,2406,229513,291,1204398,2406,229525,291,8801,2515612,,,,,,,246114,291,9001,232820,237113,,,12210,233904,438,503,127,100,17335,13516,4286,59941,33074,36828,15468,25729,18994,6670,9449,5839,12108,10895,9557,835,727,246114,2106,9489,23383,38414,48739,47574,34340,19564,13219,9284,246112,984,4623,11940,19703,25932,25376,17385,9484,7566,6996,129989,1122,4866,11440,18709,22805,22197,16953,10080,5653,2288,116113,,,3,2,2,1,2,,,,10,,,1,2,22,58,200,693,1519,2139,4634,,,,1,10,19,52,226,699,1363,2370,,,1,1,12,39,148,467,820,776,2264,2090,2544,5536,490187,5308,261034,,,749037,874410
432,2021-05-09,F16,1207076,1310,229659,146,1205708,1310,229671,146,7229,2522841,,,,,,,246260,146,8956,233005,237304,,,12210,234050,441,499,129,97,17366,13544,4293,59977,33079,36860,15493,25753,18999,6675,9454,5839,12112,10896,9561,835,727,246260,2108,9500,23404,38435,48773,47600,34360,19570,13221,9287,246258,986,4628,11953,19715,25951,25384,17390,9486,7568,6998,130059,1122,4872,11448,18718,22820,22215,16968,10084,5653,2289,116189,,,3,2,2,1,2,,,,10,,,1,2,22,58,201,693,1524,2140,4641,,,,1,10,19,52,226,702,1364,2374,,,1,1,12,39,149,467,822,776,2267,2091,2550,1667,491854,130,261164,,,750827,874410
433,2021-05-10,F16,1210798,3722,230149,490,1209430,3722,230161,490,45860,2568701,,,,,,,246750,490,8637,233811,238113,,,12213,234537,451,509,132,102,17400,13562,4299,60087,33156,36922,15501,25802,19039,6706,9479,5857,12145,10918,9574,837,727,246750,2113,9553,23457,38519,48883,47689,34417,19588,13235,9294,246748,988,4652,11986,19760,26008,25430,17417,9495,7575,7004,130315,1125,4901,11468,18757,22873,22258,16998,10093,5660,2290,116423,,,3,2,2,1,2,,,,10,,,1,2,22,58,202,693,1524,2141,4643,,,,1,10,19,52,226,702,1365,2375,,,1,1,12,39,150,467,822,776,2268,2091,2552,2333,494187,1383,262547,,,753821,932910
434,2021-05-11,F16,1215498,4700,230878,729,1214130,4700,230890,729,28425,2597126,,,,,,,247479,729,8963,234212,238516,,,12213,235266,461,477,131,101,17430,13621,4302,60270,33251,37028,15536,25895,19085,6715,9490,5892,12182,10960,9605,840,730,247479,2129,9647,23546,38629,49029,47814,34501,19628,13251,9303,247477,992,4693,12031,19819,26083,25497,17469,9514,7588,7010,130696,1137,4954,11512,18808,22944,22316,17030,10114,5663,2293,116771,,,3,2,2,1,2,,,,10,,,1,2,22,58,203,695,1525,2142,4648,,,,1,10,19,53,227,702,1366,2378,,,1,1,12,39,150,468,823,776,2270,2091,2557,8277,502464,2149,264696,,,763901,932910
435,2021-05-12,F16,1220134,4636,231477,599,1218766,4636,231489,599,29679,2626805,,,,,,,248078,599,8641,235129,239437,,,12215,235863,466,463,127,101,17475,13678,4304,60430,33314,37124,15567,25947,19133,6734,9508,5910,12216,10999,9622,842,732,248078,2140,9713,23627,38721,49149,47914,34578,19653,13269,9312,248076,998,4723,12075,19867,26147,25547,17511,9527,7600,7015,131010,1142,4990,11549,18852,23000,22366,17065,10126,5669,2297,117056,,,3,2,2,1,2,,,,10,,,1,2,23,58,203,696,1526,2144,4653,,,,1,10,19,53,227,702,1368,2380,,,1,1,13,39,150,469,824,776,2273,2091,2562,16618,519082,5886,270582,,,784939,947310
436,2021-05-13,F16,1224096,3962,231949,472,1222728,3962,231961,472,31486,2658291,,,,,,,248550,472,8164,236072,240386,,,12221,236329,473,450,123,101,17511,13723,4308,60531,33384,37175,15580,25985,19175,6742,9518,5930,12241,11012,9638,842,797,248550,2141,9773,23686,38801,49235,47996,34632,19681,13283,9320,248548,998,4753,12105,19910,26186,25585,17542,9540,7609,7021,131249,1143,5020,11577,18889,23047,22410,17088,10141,5674,2299,117288,,,4,2,2,1,2,,,,11,,,1,2,23,58,203,697,1529,2147,4660,,,,1,10,19,53,228,704,1369,2384,,,1,1,13,39,150,469,825,778,2276,2091,2569,19527,538609,9783,280365,,,813115,967710
437,2021-05-14,F16,1228273,4177,232444,495,1226905,4177,232456,495,42858,2701149,,,,,,,249045,495,7640,237085,241405,,,12222,236823,479,443,124,100,17545,13758,4314,60670,33427,37252,15601,26044,19213,6762,9522,5953,12267,11044,9650,843,797,249045,2150,9862,23749,38853,49333,48084,34692,19699,13295,9326,249043,1001,4796,12138,19942,26232,25629,17576,9547,7615,7026,131502,1149,5066,11607,18909,23099,22454,17114,10152,5680,2300,117530,,,4,2,2,1,2,,,,11,,,1,2,23,58,203,697,1529,2148,4661,,,,1,10,19,53,228,704,1369,2384,,,1,1,13,39,150,469,825,779,2277,2091,2570,17453,556062,8731,289096,,,837178,967710
438,2021-05-15,F16,1230744,2471,232737,293,1229376,2471,232749,293,9391,2710540,,,,,,,249338,293,7566,237448,241772,,,12223,237115,485,421,121,95,17587,13816,4320,60791,33457,37293,15616,26066,19228,6765,9530,5955,12287,11047,9660,843,800,249338,2157,9893,23797,38902,49384,48127,34724,19719,13302,9331,249336,1006,4813,12157,19970,26262,25655,17590,9557,7618,7031,131659,1151,5080,11636,18930,23120,22471,17132,10162,5684,2300,117666,,,4,2,2,1,2,,,,11,,,1,2,23,58,203,698,1530,2149,4664,,,,1,10,19,53,228,704,1370,2385,,,1,1,13,39,150,470,826,779,2279,2091,2573,6939,563001,4353,293449,,,845913,967710
439,2021-05-16,F16,1232248,1504,232851,114,1230880,1504,232863,114,8134,2718674,,,,,,,249452,114,7471,237654,241981,,,12224,237228,487,408,120,92,17601,13839,4324,60823,33463,37324,15622,26086,19229,6769,9532,5957,12292,11047,9663,844,801,249452,2162,9905,23816,38922,49406,48146,34733,19725,13303,9332,249450,1008,4821,12162,19984,26273,25669,17594,9559,7619,7031,131720,1154,5084,11650,18936,23131,22476,17137,10166,5684,2301,117719,,,4,2,2,1,2,,,,11,,,1,2,23,58,205,698,1532,2150,4669,,,,1,10,19,53,228,705,1371,2387,,,1,1,13,39,152,470,827,779,2282,2091,2578,183,563184,2956,296405,,,849051,967710
440,2021-05-17,F16,1236481,4233,233348,497,1235113,4233,233360,497,45517,2764191,,,,,,,249949,497,7075,238541,242874,,,12226,237723,493,407,122,88,17611,13847,4327,60978,33527,37377,15636,26151,19266,6794,9538,5975,12310,11070,9676,846,805,249949,2167,9960,23874,38998,49530,48235,34793,19744,13306,9340,249947,1011,4850,12194,20028,26336,25710,17634,9567,7620,7036,131986,1156,5110,11676,18968,23192,22524,17157,10177,5686,2304,117950,,,4,2,2,1,2,,,,11,,,1,2,23,58,205,700,1533,2151,4673,,,,1,10,19,53,228,705,1372,2388,,,1,1,13,39,152,472,828,779,2285,2091,2582,3559,566743,5134,301539,,,857087,1027380
441,2021-05-18,F16,1240950,4469,233886,538,1239582,4469,233898,538,29516,2793707,,,,,,,250487,538,6683,239466,243804,,,12226,238261,497,383,113,81,17648,13902,4333,61142,33579,37447,15662,26202,19305,6808,9547,5998,12343,11106,9696,846,806,250487,2173,10030,23952,39064,49640,48348,34860,19761,13314,9343,250485,1013,4891,12234,20054,26389,25771,17669,9576,7627,7038,132262,1160,5139,11714,19008,23249,22576,17189,10185,5687,2305,118212,,,4,2,2,1,2,,,,11,,,1,2,23,59,205,700,1533,2154,4677,,,,1,10,20,53,228,705,1374,2391,,,1,1,13,39,152,472,828,780,2286,2091,2586,10363,577106,3655,305194,,,869344,1027380
442,2021-05-19,F16,1244802,3852,234244,358,1243434,3852,234256,358,29715,2823422,,,,,,,250845,358,6264,240236,244581,,,12226,238619,500,368,111,80,17680,13944,4338,61240,33619,37514,15684,26234,19341,6815,9549,6015,12353,11120,9707,846,808,250845,2178,10082,23993,39121,49713,48410,34899,19781,13321,9345,250843,1014,4918,12254,20082,26433,25799,17688,9583,7630,7038,132439,1164,5164,11735,19037,23278,22610,17209,10198,5691,2307,118393,,,4,2,2,1,2,,,,11,,,1,2,23,59,205,701,1534,2157,4682,,,,1,10,20,53,228,706,1376,2394,,,1,1,13,39,152,473,828,781,2288,2091,2591,15945,593051,8093,313287,,,892254,1027380
443,2021-05-20,F16,1248938,4136,234577,333,1247570,4136,234589,333,34446,2857868,,,,,,,251178,333,5989,240841,245189,,,12227,238951,503,362,111,82,17704,13967,4345,61339,33646,37550,15699,26277,19366,6835,9553,6029,12372,11139,9716,846,811,251178,2191,10125,24035,39165,49789,48474,34925,19792,13327,9353,251176,1023,4938,12280,20100,26480,25828,17698,9592,7635,7041,132615,1168,5187,11751,19063,23307,22645,17225,10200,5692,2312,118550,,,4,2,2,1,2,,,,11,,,1,2,23,59,205,703,1534,2157,4684,,,,1,10,20,53,230,706,1376,2396,,,1,1,13,39,152,473,828,781,2288,2091,2593,23637,616688,7122,320409,,,922198,1053780
444,2021-05-21,F16,1252983,4045,234959,382,1251615,4045,234971,382,45836,2903704,,,,,,,251560,382,5737,241474,245823,,,12228,239332,511,348,106,76,17725,13999,4348,61462,33679,37601,15712,26313,19395,6850,9556,6050,12387,11172,9721,847,815,251560,2203,10187,24091,39218,49863,48542,34965,19801,13335,9353,251558,1025,4967,12310,20130,26525,25868,17718,9596,7639,7041,132819,1178,5220,11777,19083,23336,22673,17245,10205,5696,2312,118725,,,4,5,2,1,2,,,,14,,,1,2,23,59,205,703,1535,2158,4686,,,,1,10,20,53,230,706,1377,2397,,,1,1,13,39,152,473,829,781,2289,2091,2595,15100,631788,12874,333283,,,948348,1060980
445,2021-05-22,F16,1255101,2118,235116,157,1253733,2118,235128,157,10013,2913717,,,,,,,251717,157,5603,241761,246114,,,12228,239489,512,319,98,71,17751,14053,4349,61536,33689,37621,15719,26322,19399,6857,9561,6050,12401,11173,9727,847,815,251717,2208,10213,24117,39240,49896,48564,34977,19805,13340,9355,251715,1029,4981,12317,20143,26544,25879,17725,9598,7641,7042,132899,1179,5232,11796,19092,23350,22684,17250,10207,5699,2313,118802,,,4,5,2,1,2,,,,14,,,1,2,23,59,205,703,1535,2159,4687,,,,1,10,20,53,230,706,1377,2397,,,1,1,13,39,152,473,829,782,2290,2091,2596,3486,635274,7583,340866,,,959288,1060980
